StateMachine-120946-2911181.xmi;89.99673;1;7;[SM2SM]
StateMachine-120240-2911181.xmi;28.692238;6;7;[SM2SM, RS2RS, IS2RS, T2TA, T2TB, T2TC]
StateMachine-121005-2911181.xmi;0.779819;1;7;[SM2SM]
StateMachine-120240-2911182.xmi;44.260635;6;7;[SM2SM, RS2RS, IS2IS, IS2RS, T2TA, T2TC]
