Package-115856-2911181.xmi;10.617018;1;8;[Package]
Package-115737-2911182.xmi;1.410475;3;8;[Package, Class, Attributes]
Package-115732-2911182.xmi;1.622718;4;8;[Package, Class, Attributes, StrongReferences]
Package-115732-2911181.xmi;1.458419;3;8;[Package, Class, StrongReferences]
Package-115737-2911181.xmi;0.766264;2;8;[Package, Class]
