SimpleUml2ER_Mutant5.xmi;0.271574;0;8;[]
SimpleUml2ER_Mutant2.xmi;0.316017;0;8;[]
AutomaticModel_SimpleUml20.xmi;1.451587;2;8;[Package, Class]
SimpleUml2ER_Mutant18.xmi;0.255802;0;8;[]
AutomaticModel_SimpleUml64.xmi;1.095164;1;8;[Package]
AutomaticModel_SimpleUml83.xmi;1.023427;1;8;[Package]
AutomaticModel_SimpleUml3.xmi;1.161443;1;8;[Package]
AutomaticModel_SimpleUml48.xmi;1.412399;3;8;[Package, Class, Attributes]
AutomaticModel_SimpleUml5.xmi;0.909616;1;8;[Package]
AutomaticModel_SimpleUml19.xmi;1.222223;1;8;[Package]
AutomaticModel_SimpleUml81.xmi;1.006259;1;8;[Package]
AutomaticModel_SimpleUml79.xmi;1.338621;1;8;[Package]
AutomaticModel_SimpleUml66.xmi;1.015211;1;8;[Package]
AutomaticModel_SimpleUml71.xmi;0.944073;1;8;[Package]
SimpleUml2ER_Mutant10.xmi;0.275641;0;8;[]
AutomaticModel_SimpleUml13.xmi;1.540079;4;8;[Package, Class, Attributes, WeakReferences]
AutomaticModel_SimpleUml10.xmi;1.224313;2;8;[Package, Class]
AutomaticModel_SimpleUml34.xmi;0.878114;1;8;[Package]
AutomaticModel_SimpleUml61.xmi;0.884987;1;8;[Package]
AutomaticModel_SimpleUml24.xmi;0.931271;1;8;[Package]
AutomaticModel_SimpleUml32.xmi;0.892142;1;8;[Package]
AutomaticModel_SimpleUml7.xmi;1.946921;4;8;[Package, Class, Attributes, StrongReferences]
AutomaticModel_SimpleUml41.xmi;3.289851;2;8;[Package, Class]
AutomaticModel_SimpleUml14.xmi;1.384014;1;8;[Package]
AutomaticModel_SimpleUml90.xmi;1.410365;1;8;[Package]
AutomaticModel_SimpleUml84.xmi;1.33855;1;8;[Package]
AutomaticModel_SimpleUml42.xmi;1.524969;2;8;[Package, Class]
AutomaticModel_SimpleUml76.xmi;1.700845;2;8;[Package, Class]
AutomaticModel_SimpleUml93.xmi;1.67486;2;8;[Package, Class]
AutomaticModel_SimpleUml52.xmi;1.376077;1;8;[Package]
AutomaticModel_SimpleUml36.xmi;2.064234;4;8;[Package, Class, Attributes, WeakReferences]
AutomaticModel_SimpleUml38.xmi;1.372804;1;8;[Package]
AutomaticModel_SimpleUml22.xmi;1.313922;1;8;[Package]
AutomaticModel_SimpleUml82.xmi;1.324009;1;8;[Package]
SimpleUml2ER_Mutant6.xmi;0.73582697;0;8;[]
AutomaticModel_SimpleUml33.xmi;1.350284;1;8;[Package]
AutomaticModel_SimpleUml31.xmi;1.408399;1;8;[Package]
AutomaticModel_SimpleUml47.xmi;1.325679;1;8;[Package]
SimpleUml2ER_Mutant14.xmi;0.778442;0;8;[]
SimpleUml2ER_Mutant8.xmi;0.900314;0;8;[]
